bit,threshold
238,0.11999999731779099
239,0.05000000074505806
240,0.11999999731779099
241,0.15000000596046448
242,0.6000000238418579
243,0.4000000059604645
244,0.6000000238418579
245,0.15000000596046448
246,0.11999999731779099
247,0.18700000643730164
248,0.15000000596046448
249,0.4000000059604645
250,0.18700000643730164
251,0.07999999821186066
252,0.25
253,0.18700000643730164
254,0.18700000643730164
255,0.10000000149011612
256,0.4000000059604645
257,0.15000000596046448
258,0.30000001192092896
259,0.11999999731779099
260,0.5
261,0.15000000596046448
262,0.18700000643730164
263,0.18700000643730164
264,0.10000000149011612
265,0.18700000643730164
266,0.25
267,0.5
268,0.30000001192092896
269,0.30000001192092896
270,0.18700000643730164
271,0.05000000074505806
272,0.15000000596046448
273,0.18700000643730164
274,0.019999999552965164
275,0.07999999821186066
276,0.4000000059604645
277,0.10000000149011612
278,0.07999999821186066
279,0.30000001192092896
280,0.25
281,0.11999999731779099
282,0.5
283,0.18700000643730164
284,0.18700000643730164
285,0.20000000298023224
286,0.4000000059604645
287,0.25
288,0.18700000643730164
289,0.30000001192092896
290,0.20000000298023224
291,0.18700000643730164
292,0.20000000298023224
293,0.11999999731779099
294,0.05000000074505806
295,0.3499999940395355
296,0.18700000643730164
297,0.019999999552965164
298,0.019999999552965164
299,0.07999999821186066
300,0.5
301,0.10000000149011612
302,0.25
303,0.25
304,0.5
305,0.4000000059604645
306,0.10000000149011612
307,0.18700000643730164
308,0.25
309,0.18700000643730164
310,0.20000000298023224
311,0.10000000149011612
312,0.30000001192092896
313,0.05000000074505806
314,0.11999999731779099
315,0.10000000149011612
316,0.15000000596046448
317,0.07999999821186066
318,0.07999999821186066
319,0.15000000596046448
320,0.07999999821186066
321,0.15000000596046448
322,0.4000000059604645
323,0.019999999552965164
324,0.6000000238418579
325,0.20000000298023224
326,0.6000000238418579
327,0.5
328,0.11999999731779099
329,0.15000000596046448
330,0.019999999552965164
331,0.05000000074505806
332,0.11999999731779099
333,0.5
334,0.6000000238418579
335,0.18700000643730164
336,0.10000000149011612
337,0.18700000643730164
338,0.25
339,0.4000000059604645
340,0.30000001192092896
341,0.4000000059604645
342,0.20000000298023224
343,0.4000000059604645
344,0.15000000596046448
345,0.10000000149011612
346,0.019999999552965164
347,0.25
348,0.5
349,0.07999999821186066
350,0.25
351,0.20000000298023224
352,0.3499999940395355
353,0.019999999552965164
354,0.3499999940395355
355,0.4000000059604645
356,0.3499999940395355
357,0.15000000596046448
358,0.30000001192092896
359,0.15000000596046448
360,0.5
361,0.25
362,0.6000000238418579
363,0.07999999821186066
364,0.07999999821186066
365,0.18700000643730164
366,0.5
367,0.15000000596046448
368,0.019999999552965164
369,0.11999999731779099
370,0.3499999940395355
371,0.25
372,0.019999999552965164
373,0.25
374,0.10000000149011612
375,0.25
376,0.15000000596046448
377,0.05000000074505806
378,0.20000000298023224
379,0.30000001192092896
380,0.5
381,0.019999999552965164
382,0.019999999552965164
383,0.18700000643730164
384,0.30000001192092896
385,0.25
386,0.30000001192092896
387,0.15000000596046448
388,0.07999999821186066
389,0.30000001192092896
390,0.07999999821186066
391,0.20000000298023224
392,0.05000000074505806
393,0.3499999940395355
394,0.18700000643730164
395,0.25
396,0.18700000643730164
397,0.5
398,0.07999999821186066
399,0.5
400,0.10000000149011612
401,0.15000000596046448
402,0.11999999731779099
403,0.11999999731779099
404,0.11999999731779099
405,0.11999999731779099
406,0.18700000643730164
407,0.5
408,0.07999999821186066
409,0.5
410,0.18700000643730164
411,0.05000000074505806
412,0.20000000298023224
413,0.25
414,0.5
415,0.11999999731779099
416,0.3499999940395355
417,0.25
418,0.07999999821186066
419,0.3499999940395355
420,0.019999999552965164
421,0.20000000298023224
422,0.15000000596046448
423,0.019999999552965164
424,0.3499999940395355
425,0.15000000596046448
426,0.10000000149011612
427,0.07999999821186066
428,0.6000000238418579
429,0.18700000643730164
430,0.25
431,0.3499999940395355
432,0.10000000149011612
433,0.10000000149011612
434,0.05000000074505806
435,0.6000000238418579
436,0.10000000149011612
437,0.20000000298023224
438,0.4000000059604645
439,0.30000001192092896
