mode,alpha_primary,value,mean_tanimoto,median_tanimoto,bit_accuracy,bit_precision,bit_recall,bit_f1,mean_active_bits,mean_target_active_bits
threshold,0.5,0.25,0.4407106502271044,0.4197530746459961,0.9872248158361997,0.5816630980900859,0.6427750770402402,0.6106940314018305,70.55994415283203,63.8514404296875
top_k,0.9,96,0.44033718740569816,0.41999998688697815,0.9841516029307029,0.49446045353498225,0.7434163183030504,0.5939039786127106,96.0,63.8514404296875
top_k,1.0,96,0.44010931211862875,0.42424243688583374,0.984111474791426,0.4936043865637417,0.7421292302226374,0.5928757435404335,96.0,63.8514404296875
threshold,0.95,0.7,0.4374586639272743,0.38947367668151855,0.9909285405275232,0.900378681671114,0.47008815525325204,0.6176834668192529,33.33686828613281,63.8514404296875
threshold,0.5,0.4,0.4350220337028871,0.4000000059604645,0.9896337093190412,0.732916541350804,0.5270925872773193,0.6131937733809163,45.920127868652344,63.8514404296875
top_k,0.8,96,0.4341425891547577,0.4099999964237213,0.9839345776458213,0.4898305807908418,0.7364553512023376,0.5883429679726129,96.0,63.8514404296875
threshold,0.6,0.5,0.43035863905785926,0.39393940567970276,0.9906045025977394,0.8632723258398745,0.4720545626655635,0.6103548782601576,34.915245056152344,63.8514404296875
top_k,0.5,64,0.4290091141171017,0.4166666567325592,0.987006213630829,0.5830382227065063,0.5843947355219039,0.5837156910059864,64.0,63.8514404296875
threshold,1.0,0.075,0.42769525968309513,0.42038217186927795,0.9814053766680998,0.44514939689134686,0.782450862431256,0.5674608275182118,112.23336791992188,63.8514404296875
top_k,0.7,96,0.42353377749441407,0.3965517282485962,0.9835551423710485,0.48173596159568693,0.7242851726630716,0.578620397621459,96.0,63.8514404296875
threshold,0.95,0.075,0.4212964132939925,0.4137931168079376,0.9809733773770217,0.4385129712600718,0.7864124619733321,0.5630580539512141,114.50874328613281,63.8514404296875
threshold,0.9,0.7,0.42003504459765795,0.37142857909202576,0.9907165152344365,0.9076647369712403,0.4502809799633694,0.6019447790066335,31.675891876220703,63.8514404296875
top_k,0.5,80,0.4199266905321179,0.3968254029750824,0.9850911911324043,0.5174060022055348,0.6482622666073428,0.575489265205086,80.0,63.8514404296875
threshold,0.5,0.2,0.4184189194570111,0.40425533056259155,0.985211575550235,0.5197659396610684,0.6750032691214822,0.5872995485156902,82.92180633544922,63.8514404296875
threshold,0.7,0.125,0.41335241307647724,0.41304346919059753,0.9829681817958043,0.47062017094231257,0.741435107321763,0.5757729423861742,100.59428405761719,63.8514404296875
top_k,0.6,96,0.4108476266916347,0.38235294818878174,0.9830943738964121,0.4719062341367782,0.7095062763020356,0.5668137623186996,96.0,63.8514404296875
threshold,0.6,0.15,0.4101582650551618,0.40506330132484436,0.9835082450121108,0.4806145567516034,0.7180915238876145,0.5758296300228809,95.4011459350586,63.8514404296875
threshold,0.8,0.1,0.4101404863753167,0.4117647111415863,0.9818344016050845,0.4512600379645787,0.7652318444506766,0.5677284923478688,108.27716064453125,63.8514404296875
threshold,0.4,0.3,0.4090431786102138,0.37931033968925476,0.9871937261436289,0.591229934475459,0.5783713277896709,0.584729947314398,62.46274185180664,63.8514404296875
threshold,0.4,0.25,0.4076638682776453,0.3835616409778595,0.9859401128162251,0.5426560119043361,0.6238306208534586,0.5804188874686129,73.40282440185547,63.8514404296875
top_k,0.5,48,0.40751592044746,0.4040403962135315,0.98807164777986,0.6561761539673371,0.49327712363365117,0.563183718961665,48.0,63.8514404296875
threshold,0.9,0.075,0.398689837362092,0.39449542760849,0.9795827386334546,0.4180414699812244,0.7899496925380965,0.5467452758365032,120.6565170288086,63.8514404296875
